season,date,home_team,away_team,home_score,away_score,result,odds_1,odds_x,odds_2
2020-2021,2021-05-09,Kisvárda FC,Paksi FC,5.0,1.0,H,3.19,3.48,2.14
2020-2021,2021-05-08,Újpest FC,Zalaegerszegi TE FC,5.0,4.0,H,2.13,3.71,3.02
2020-2021,2021-05-08,Budapest Honvéd FC,Ferencvárosi TC,1.0,2.0,A,3.97,3.69,1.83
2020-2021,2021-05-07,Mezőkövesd Zsóry FC,MTK Budapest,5.0,1.0,H,1.92,3.64,3.68
2020-2021,2021-05-02,Budafoki MTE,Budapest Honvéd FC,0.0,1.0,A,8.81,4.83,1.33
2020-2021,2021-05-01,Ferencvárosi TC,Mezőkövesd Zsóry FC,2.0,1.0,H,1.34,4.81,8.37
2020-2021,2021-05-01,Zalaegerszegi TE FC,Kisvárda FC,0.0,0.0,D,2.02,3.31,3.6
2020-2021,2021-04-30,Paksi FC,Puskás Akadémia FC,4.0,2.0,H,2.14,3.79,2.93
2020-2021,2021-04-29,MTK Budapest,Fehérvár FC,1.0,3.0,A,4.25,3.86,1.73
2020-2021,2021-04-29,Diósgyőri VTK,Újpest FC,0.0,0.0,D,1.51,4.41,5.45
2020-2021,2021-04-25,Budapest Honvéd FC,Mezőkövesd Zsóry FC,2.0,2.0,D,1.9,3.49,3.87
2020-2021,2021-04-25,Fehérvár FC,Ferencvárosi TC,1.0,2.0,A,2.78,3.21,2.49
2020-2021,2021-04-25,Budafoki MTE,Paksi FC,2.0,9.0,A,3.9,3.92,1.8
2020-2021,2021-04-24,Újpest FC,MTK Budapest,1.0,3.0,A,2.09,3.65,3.14
2020-2021,2021-04-24,Kisvárda FC,Diósgyőri VTK,0.0,1.0,A,3.0,3.26,2.33
2020-2021,2021-04-24,Puskás Akadémia FC,Zalaegerszegi TE FC,1.0,4.0,A,1.7,3.88,4.45
2020-2021,2021-04-21,Paksi FC,Budapest Honvéd FC,2.0,0.0,H,2.04,3.59,3.32
2020-2021,2021-04-21,Mezőkövesd Zsóry FC,Fehérvár FC,1.0,3.0,A,3.25,3.27,2.18
2020-2021,2021-04-21,Diósgyőri VTK,Puskás Akadémia FC,2.0,1.0,H,3.2,3.53,2.09
2020-2021,2021-04-21,MTK Budapest,Kisvárda FC,0.0,1.0,A,2.23,3.45,3.05
2020-2021,2021-04-20,Ferencvárosi TC,Újpest FC,3.0,0.0,H,1.44,4.34,6.67
2020-2021,2021-04-20,Zalaegerszegi TE FC,Budafoki MTE,5.0,0.0,H,1.76,3.73,4.22
2020-2021,2021-04-18,Budapest Honvéd FC,Fehérvár FC,2.0,3.0,A,3.72,3.54,1.92
2020-2021,2021-04-18,Puskás Akadémia FC,MTK Budapest,3.0,0.0,H,1.75,3.7,4.39
2020-2021,2021-04-17,Paksi FC,Zalaegerszegi TE FC,1.0,1.0,D,1.84,3.8,3.76
2020-2021,2021-04-17,Kisvárda FC,Ferencvárosi TC,0.0,0.0,D,6.85,4.02,1.48
2020-2021,2021-04-17,Újpest FC,Mezőkövesd Zsóry FC,3.0,0.0,H,2.65,3.23,2.61
2020-2021,2021-04-16,Budafoki MTE,Diósgyőri VTK,1.0,2.0,A,2.78,3.47,2.35
2020-2021,2021-04-11,Zalaegerszegi TE FC,Budapest Honvéd FC,0.0,1.0,A,2.37,3.51,2.73
2020-2021,2021-04-11,Diósgyőri VTK,Paksi FC,1.0,4.0,A,2.92,3.6,2.25
2020-2021,2021-04-10,Ferencvárosi TC,Puskás Akadémia FC,1.0,1.0,D,1.66,3.76,5.01
2020-2021,2021-04-10,Fehérvár FC,Újpest FC,4.0,0.0,H,1.61,4.01,5.0
2020-2021,2021-04-10,MTK Budapest,Budafoki MTE,0.0,0.0,D,1.68,3.94,4.65
2020-2021,2021-04-09,Mezőkövesd Zsóry FC,Kisvárda FC,0.0,1.0,A,2.1,3.23,3.48
2020-2021,2021-04-04,Puskás Akadémia FC,Mezőkövesd Zsóry FC,2.0,0.0,H,1.82,3.54,4.17
2020-2021,2021-04-04,Budafoki MTE,Ferencvárosi TC,0.0,4.0,A,9.3,5.22,1.29
2020-2021,2021-04-04,Kisvárda FC,Fehérvár FC,0.0,0.0,D,3.79,3.46,1.94
2020-2021,2021-04-03,Budapest Honvéd FC,Újpest FC,2.0,2.0,D,2.06,3.52,3.33
2020-2021,2021-04-03,Zalaegerszegi TE FC,Diósgyőri VTK,2.0,0.0,H,2.02,3.68,3.3
2020-2021,2021-04-03,Paksi FC,MTK Budapest,3.0,1.0,H,2.07,3.59,3.26
2020-2021,2021-03-14,Puskás Akadémia FC,Fehérvár FC,1.0,0.0,H,3.06,3.47,2.21
2020-2021,2021-03-14,Ferencvárosi TC,Paksi FC,5.0,2.0,H,1.36,4.94,7.52
2020-2021,2021-03-14,Mezőkövesd Zsóry FC,Budafoki MTE,2.0,1.0,H,1.64,3.73,5.13
2020-2021,2021-03-13,Diósgyőri VTK,Budapest Honvéd FC,0.0,0.0,D,2.42,3.4,2.74
2020-2021,2021-03-13,MTK Budapest,Zalaegerszegi TE FC,3.0,0.0,H,2.28,3.49,2.9
2020-2021,2021-03-13,Újpest FC,Kisvárda FC,3.0,0.0,H,2.45,3.18,2.9
2020-2021,2021-03-07,Budafoki MTE,Fehérvár FC,1.0,2.0,A,6.17,4.28,1.48
2020-2021,2021-03-07,Zalaegerszegi TE FC,Ferencvárosi TC,2.0,2.0,D,6.3,4.42,1.47
2020-2021,2021-03-07,Budapest Honvéd FC,Kisvárda FC,0.0,1.0,A,2.26,3.21,3.15
2020-2021,2021-03-06,Puskás Akadémia FC,Újpest FC,2.0,1.0,H,1.76,3.76,4.19
2020-2021,2021-03-06,Paksi FC,Mezőkövesd Zsóry FC,2.0,2.0,D,2.17,3.54,3.06
2020-2021,2021-03-05,Diósgyőri VTK,MTK Budapest,0.0,0.0,D,2.51,3.23,2.75
2020-2021,2021-03-03,Fehérvár FC,Paksi FC,2.0,2.0,D,1.75,3.82,4.23
2020-2021,2021-03-03,Újpest FC,Budafoki MTE,2.0,0.0,H,1.88,3.54,3.88
2020-2021,2021-03-03,Mezőkövesd Zsóry FC,Zalaegerszegi TE FC,2.0,0.0,H,2.12,3.4,3.35
2020-2021,2021-03-02,Ferencvárosi TC,Diósgyőri VTK,1.0,0.0,H,1.26,5.63,9.92
2020-2021,2021-03-02,Budapest Honvéd FC,MTK Budapest,3.0,2.0,H,2.33,3.42,2.86
2020-2021,2021-03-02,Kisvárda FC,Puskás Akadémia FC,0.0,1.0,A,3.31,3.37,2.11
2020-2021,2021-02-28,Zalaegerszegi TE FC,Fehérvár FC,0.0,2.0,A,3.91,3.76,1.82
2020-2021,2021-02-28,Paksi FC,Újpest FC,1.0,3.0,A,1.9,3.67,3.67
2020-2021,2021-02-27,MTK Budapest,Ferencvárosi TC,2.0,2.0,D,4.79,3.62,1.7
2020-2021,2021-02-27,Puskás Akadémia FC,Budapest Honvéd FC,1.0,2.0,A,1.91,3.6,3.63
2020-2021,2021-02-27,Budafoki MTE,Kisvárda FC,2.0,0.0,H,2.92,3.5,2.23
2020-2021,2021-02-26,Diósgyőri VTK,Mezőkövesd Zsóry FC,2.0,2.0,D,2.27,3.17,3.2
2020-2021,2021-02-21,Paksi FC,Kisvárda FC,3.0,0.0,H,2.13,3.57,3.13
2020-2021,2021-02-21,Budafoki MTE,Puskás Akadémia FC,0.0,3.0,A,4.03,3.86,1.77
2020-2021,2021-02-20,Ferencvárosi TC,Budapest Honvéd FC,1.0,0.0,H,1.31,5.22,8.98
2020-2021,2021-02-20,Fehérvár FC,Diósgyőri VTK,1.0,3.0,A,1.43,4.59,6.42
2020-2021,2021-02-20,Zalaegerszegi TE FC,Újpest FC,3.0,0.0,H,2.28,3.33,3.05
2020-2021,2021-02-19,MTK Budapest,Mezőkövesd Zsóry FC,0.0,0.0,D,2.34,3.2,3.04
2020-2021,2021-02-14,Fehérvár FC,MTK Budapest,1.0,2.0,A,1.47,4.34,6.52
2020-2021,2021-02-14,Mezőkövesd Zsóry FC,Ferencvárosi TC,2.0,2.0,D,5.71,3.7,1.62
2020-2021,2021-02-13,Budapest Honvéd FC,Budafoki MTE,2.0,3.0,A,1.81,3.53,4.35
2020-2021,2021-02-13,Kisvárda FC,Zalaegerszegi TE FC,2.0,1.0,H,2.45,3.07,2.99
2020-2021,2021-02-13,Puskás Akadémia FC,Paksi FC,3.0,2.0,H,2.09,3.2,3.69
2020-2021,2021-02-12,Újpest FC,Diósgyőri VTK,1.0,0.0,H,2.15,3.47,3.2
2020-2021,2021-02-07,Ferencvárosi TC,Fehérvár FC,2.0,0.0,H,2.03,3.11,3.92
2020-2021,2021-02-07,Zalaegerszegi TE FC,Puskás Akadémia FC,1.0,2.0,A,2.74,3.48,2.41
2020-2021,2021-02-07,Paksi FC,Budafoki MTE,4.0,1.0,H,1.74,3.97,4.17
2020-2021,2021-02-06,MTK Budapest,Újpest FC,1.0,3.0,A,1.96,3.61,3.57
2020-2021,2021-02-06,Mezőkövesd Zsóry FC,Budapest Honvéd FC,2.0,1.0,H,2.2,3.24,3.28
2020-2021,2021-02-06,Diósgyőri VTK,Kisvárda FC,2.0,0.0,H,2.78,3.52,2.36
2020-2021,2021-02-03,Budafoki MTE,Zalaegerszegi TE FC,3.0,1.0,H,3.46,3.57,2.0
2020-2021,2021-02-03,Újpest FC,Ferencvárosi TC,0.0,4.0,A,6.97,4.51,1.41
2020-2021,2021-02-03,Budapest Honvéd FC,Paksi FC,1.0,1.0,D,2.6,3.42,2.55
2020-2021,2021-02-03,Puskás Akadémia FC,Diósgyőri VTK,2.0,0.0,H,1.67,4.01,4.49
2020-2021,2021-02-02,Fehérvár FC,Mezőkövesd Zsóry FC,0.0,0.0,D,1.48,4.36,6.07
2020-2021,2021-02-02,Kisvárda FC,MTK Budapest,0.0,2.0,A,2.18,3.32,3.24
2020-2021,2021-01-31,Diósgyőri VTK,Budafoki MTE,1.0,1.0,D,1.92,3.58,3.69
2020-2021,2021-01-31,Zalaegerszegi TE FC,Paksi FC,4.0,4.0,D,2.25,3.47,2.98
2020-2021,2021-01-30,Fehérvár FC,Budapest Honvéd FC,1.0,2.0,A,1.35,5.03,7.69
2020-2021,2021-01-30,Ferencvárosi TC,Kisvárda FC,1.0,1.0,D,1.39,4.6,7.76
2020-2021,2021-01-30,Mezőkövesd Zsóry FC,Újpest FC,3.0,2.0,H,2.01,3.44,3.54
2020-2021,2021-01-30,MTK Budapest,Puskás Akadémia FC,0.0,1.0,A,2.73,3.43,2.41
2020-2021,2021-01-27,Budafoki MTE,Ferencvárosi TC,0.0,3.0,A,10.54,5.36,1.26
2020-2021,2021-01-27,Kisvárda FC,Fehérvár FC,2.0,1.0,H,4.59,3.87,1.69
2020-2021,2021-01-24,Budapest Honvéd FC,Zalaegerszegi TE FC,2.0,2.0,D,2.17,3.29,3.27
2020-2021,2021-01-24,Paksi FC,Diósgyőri VTK,2.0,1.0,H,2.03,3.69,3.27
2020-2021,2021-01-24,Budafoki MTE,MTK Budapest,2.0,2.0,D,3.1,3.42,2.18
2020-2021,2021-01-23,Újpest FC,Fehérvár FC,0.0,5.0,A,5.19,4.16,1.56
2020-2021,2021-01-23,Puskás Akadémia FC,Ferencvárosi TC,1.0,1.0,D,4.16,3.58,1.82
2020-2021,2021-01-23,Kisvárda FC,Mezőkövesd Zsóry FC,0.0,0.0,D,2.18,3.28,3.26
2020-2021,2021-01-20,Ferencvárosi TC,Diósgyőri VTK,0.0,1.0,A,1.2,6.5,12.17
2020-2021,2020-12-23,Budafoki MTE,Budapest Honvéd FC,1.0,2.0,A,2.68,3.35,2.51
2020-2021,2020-12-23,Újpest FC,Zalaegerszegi TE FC,3.0,2.0,H,2.78,3.47,2.38
2020-2021,2020-12-20,Újpest FC,Budapest Honvéd FC,2.0,1.0,H,2.51,3.28,2.73
2020-2021,2020-12-20,Mezőkövesd Zsóry FC,Puskás Akadémia FC,1.0,0.0,H,3.34,3.35,2.12
2020-2021,2020-12-19,Ferencvárosi TC,Budafoki MTE,2.0,1.0,H,1.17,7.13,14.07
2020-2021,2020-12-19,Diósgyőri VTK,Zalaegerszegi TE FC,1.0,3.0,A,3.1,3.46,2.19
2020-2021,2020-12-19,MTK Budapest,Paksi FC,3.0,1.0,H,2.54,3.59,2.53
2020-2021,2020-12-18,Fehérvár FC,Kisvárda FC,3.0,0.0,H,1.47,4.21,6.66
2020-2021,2020-12-16,Budafoki MTE,Mezőkövesd Zsóry FC,0.0,1.0,A,2.46,3.31,2.74
2020-2021,2020-12-16,Paksi FC,Ferencvárosi TC,1.0,3.0,A,4.64,3.79,1.69
2020-2021,2020-12-16,Budapest Honvéd FC,Diósgyőri VTK,5.0,1.0,H,1.91,3.53,3.75
2020-2021,2020-12-16,Zalaegerszegi TE FC,MTK Budapest,2.0,0.0,H,2.25,3.57,2.9
2020-2021,2020-12-15,Fehérvár FC,Puskás Akadémia FC,1.0,1.0,D,1.74,4.01,3.99
2020-2021,2020-12-15,Kisvárda FC,Újpest FC,1.0,1.0,D,1.97,3.55,3.5
2020-2021,2020-12-13,MTK Budapest,Diósgyőri VTK,1.0,0.0,H,1.78,4.13,3.73
2020-2021,2020-12-13,Mezőkövesd Zsóry FC,Paksi FC,4.0,3.0,H,2.89,3.5,2.25
2020-2021,2020-12-12,Fehérvár FC,Budafoki MTE,4.0,1.0,H,1.28,5.62,8.86
2020-2021,2020-12-12,Ferencvárosi TC,Zalaegerszegi TE FC,2.0,0.0,H,1.35,4.94,7.72
2020-2021,2020-12-12,Kisvárda FC,Budapest Honvéd FC,0.0,0.0,D,2.13,3.44,3.21
2020-2021,2020-12-11,Újpest FC,Puskás Akadémia FC,1.0,2.0,A,2.96,3.45,2.24
2020-2021,2020-12-06,Paksi FC,Fehérvár FC,1.0,0.0,H,4.11,4.06,1.71
2020-2021,2020-12-06,Budapest Honvéd FC,MTK Budapest,2.0,2.0,D,2.43,3.19,2.87
2020-2021,2020-12-05,Puskás Akadémia FC,Kisvárda FC,0.0,0.0,D,2.03,3.45,3.46
2020-2021,2020-12-05,Diósgyőri VTK,Ferencvárosi TC,1.0,3.0,A,6.28,4.06,1.49
2020-2021,2020-12-05,Zalaegerszegi TE FC,Mezőkövesd Zsóry FC,3.0,0.0,H,1.96,3.45,3.66
2020-2021,2020-12-04,Budafoki MTE,Újpest FC,1.0,1.0,D,2.62,3.59,2.42
2020-2021,2020-11-29,Budapest Honvéd FC,Puskás Akadémia FC,0.0,1.0,A,2.99,3.47,2.22
2020-2021,2020-11-29,Mezőkövesd Zsóry FC,Diósgyőri VTK,2.0,1.0,H,1.97,3.54,3.53
2020-2021,2020-11-28,Ferencvárosi TC,MTK Budapest,2.0,0.0,H,1.33,4.89,8.24
2020-2021,2020-11-28,Fehérvár FC,Zalaegerszegi TE FC,2.0,0.0,H,1.44,4.55,6.25
2020-2021,2020-11-28,Kisvárda FC,Budafoki MTE,0.0,0.0,D,1.64,3.98,4.71
2020-2021,2020-11-27,Újpest FC,Paksi FC,1.0,1.0,D,3.0,3.63,2.15
2020-2021,2020-11-22,Fehérvár FC,Diósgyőri VTK,3.0,0.0,H,1.31,5.34,8.05
2020-2021,2020-11-21,Budapest Honvéd FC,Ferencvárosi TC,0.0,1.0,A,6.49,4.02,1.49
2020-2021,2020-11-21,Mezőkövesd Zsóry FC,MTK Budapest,0.0,1.0,A,2.85,3.47,2.29
2020-2021,2020-11-21,Puskás Akadémia FC,Budafoki MTE,3.0,0.0,H,1.62,4.02,4.81
2020-2021,2020-11-20,Kisvárda FC,Paksi FC,3.0,1.0,H,2.3,3.39,2.9
2020-2021,2020-11-08,Ferencvárosi TC,Mezőkövesd Zsóry FC,3.0,0.0,H,1.35,4.85,8.22
2020-2021,2020-11-08,Zalaegerszegi TE FC,Kisvárda FC,1.0,2.0,A,2.31,3.44,2.87
2020-2021,2020-11-07,MTK Budapest,Fehérvár FC,3.0,1.0,H,3.61,3.84,1.88
2020-2021,2020-11-07,Paksi FC,Puskás Akadémia FC,6.0,2.0,H,2.42,3.71,2.59
2020-2021,2020-11-04,Puskás Akadémia FC,Budapest Honvéd FC,1.0,0.0,H,1.62,4.09,4.85
2020-2021,2020-11-01,Kisvárda FC,Diósgyőri VTK,1.0,0.0,H,1.78,3.78,4.0
2020-2021,2020-11-01,Újpest FC,MTK Budapest,0.0,4.0,A,4.17,4.21,1.7
2020-2021,2020-11-01,Budafoki MTE,Paksi FC,2.0,3.0,A,2.6,3.51,2.47
2020-2021,2020-10-31,Fehérvár FC,Ferencvárosi TC,1.0,1.0,D,2.43,3.23,2.82
2020-2021,2020-10-31,Budapest Honvéd FC,Mezőkövesd Zsóry FC,1.0,1.0,D,2.39,3.25,2.88
2020-2021,2020-10-31,Puskás Akadémia FC,Zalaegerszegi TE FC,1.0,2.0,A,1.82,3.89,3.71
2020-2021,2020-10-25,Diósgyőri VTK,Puskás Akadémia FC,3.0,0.0,H,3.45,3.74,1.95
2020-2021,2020-10-25,Mezőkövesd Zsóry FC,Fehérvár FC,1.0,2.0,A,5.22,4.0,1.58
2020-2021,2020-10-25,Zalaegerszegi TE FC,Budafoki MTE,1.0,3.0,A,1.65,4.0,4.72
2020-2021,2020-10-24,Ferencvárosi TC,Újpest FC,2.0,0.0,H,1.43,4.52,6.58
2020-2021,2020-10-24,Paksi FC,Budapest Honvéd FC,0.0,0.0,D,1.89,3.82,3.58
2020-2021,2020-10-24,MTK Budapest,Kisvárda FC,1.0,1.0,D,2.17,3.42,3.14
2020-2021,2020-10-18,Budapest Honvéd FC,Fehérvár FC,2.0,2.0,D,4.05,3.73,1.8
2020-2021,2020-10-18,Paksi FC,Zalaegerszegi TE FC,3.0,1.0,H,2.51,3.27,2.7
2020-2021,2020-10-17,Puskás Akadémia FC,MTK Budapest,0.0,3.0,A,1.72,4.0,4.17
2020-2021,2020-10-17,Újpest FC,Mezőkövesd Zsóry FC,1.0,0.0,H,2.18,3.12,3.43
2020-2021,2020-10-17,Budafoki MTE,Diósgyőri VTK,2.0,1.0,H,2.22,3.36,3.08
2020-2021,2020-10-16,Kisvárda FC,Ferencvárosi TC,0.0,2.0,A,4.14,3.41,1.86
2020-2021,2020-10-04,Fehérvár FC,Újpest FC,5.0,1.0,H,1.51,4.08,6.05
2020-2021,2020-10-04,Ferencvárosi TC,Puskás Akadémia FC,2.0,1.0,H,1.52,4.25,5.61
2020-2021,2020-10-04,Zalaegerszegi TE FC,Budapest Honvéd FC,2.0,4.0,A,1.95,3.68,3.48
2020-2021,2020-10-03,Diósgyőri VTK,Paksi FC,1.0,2.0,A,2.16,3.56,3.06
2020-2021,2020-10-03,Mezőkövesd Zsóry FC,Kisvárda FC,1.0,2.0,A,2.18,3.3,3.24
2020-2021,2020-10-02,MTK Budapest,Budafoki MTE,1.0,2.0,A,1.93,3.59,3.57
2020-2021,2020-09-27,Budapest Honvéd FC,Újpest FC,1.0,2.0,A,2.32,3.37,2.91
2020-2021,2020-09-26,Zalaegerszegi TE FC,Diósgyőri VTK,3.0,1.0,H,1.8,3.76,4.01
2020-2021,2020-09-26,Paksi FC,MTK Budapest,4.0,0.0,H,3.31,3.43,2.09
2020-2021,2020-09-25,Puskás Akadémia FC,Mezőkövesd Zsóry FC,1.0,0.0,H,1.99,3.49,3.53
2020-2021,2020-09-13,MTK Budapest,Zalaegerszegi TE FC,0.0,3.0,A,2.02,3.45,3.45
2020-2021,2020-09-13,Újpest FC,Kisvárda FC,2.0,4.0,A,2.0,3.22,3.78
2020-2021,2020-09-12,Fehérvár FC,Puskás Akadémia FC,3.0,1.0,H,1.59,3.92,5.16
2020-2021,2020-09-12,Diósgyőri VTK,Budapest Honvéd FC,2.0,4.0,A,2.38,3.3,2.83
2020-2021,2020-09-12,Mezőkövesd Zsóry FC,Budafoki MTE,1.0,0.0,H,1.84,3.52,4.03
2020-2021,2020-09-11,Ferencvárosi TC,Paksi FC,5.0,0.0,H,1.17,6.95,12.77
2020-2021,2020-09-04,Kisvárda FC,Puskás Akadémia FC,0.0,3.0,A,2.12,3.35,3.29
2020-2021,2020-08-30,Budapest Honvéd FC,Kisvárda FC,1.0,2.0,A,1.89,3.37,3.89
2020-2021,2020-08-30,Puskás Akadémia FC,Újpest FC,3.0,2.0,H,3.86,3.5,1.91
2020-2021,2020-08-30,Budafoki MTE,Fehérvár FC,1.0,4.0,A,5.98,4.36,1.46
2020-2021,2020-08-30,Zalaegerszegi TE FC,Ferencvárosi TC,1.0,2.0,A,4.3,3.73,1.71
2020-2021,2020-08-29,Paksi FC,Mezőkövesd Zsóry FC,1.0,2.0,A,2.52,3.17,2.67
2020-2021,2020-08-28,Diósgyőri VTK,MTK Budapest,1.0,1.0,D,2.42,3.34,2.69
2020-2021,2020-08-23,Újpest FC,Budafoki MTE,1.0,1.0,D,1.56,4.04,5.22
2020-2021,2020-08-22,Fehérvár FC,Paksi FC,1.0,1.0,D,1.43,4.32,6.75
2020-2021,2020-08-21,MTK Budapest,Budapest Honvéd FC,3.0,1.0,H,2.18,3.27,3.15
2020-2021,2020-08-21,Mezőkövesd Zsóry FC,Zalaegerszegi TE FC,1.0,1.0,D,2.02,3.42,3.38
2020-2021,2020-08-17,Budafoki MTE,Kisvárda FC,2.0,1.0,H,3.19,3.33,2.15
2020-2021,2020-08-16,Diósgyőri VTK,Mezőkövesd Zsóry FC,2.0,1.0,H,2.45,3.21,2.78
2020-2021,2020-08-15,Zalaegerszegi TE FC,Fehérvár FC,3.0,3.0,D,3.37,3.59,1.99
2020-2021,2020-08-15,Paksi FC,Újpest FC,1.0,2.0,A,2.37,3.23,2.89
2020-2021,2020-08-14,MTK Budapest,Ferencvárosi TC,1.0,1.0,D,4.98,3.78,1.62
2019-2020,2020-06-27,Ferencvárosi TC,Mezőkövesd Zsóry FC,1.0,0.0,H,1.73,3.89,4.0
2019-2020,2020-06-27,Puskás Akadémia FC,Budapest Honvéd FC,2.0,1.0,H,1.45,4.11,6.56
2019-2020,2020-06-27,Debreceni VSC,Paksi FC,1.0,1.0,D,1.91,3.46,3.67
2019-2020,2020-06-27,Diósgyőri VTK,Kisvárda FC,0.0,2.0,A,3.23,3.07,2.23
2019-2020,2020-06-27,Újpest FC,Kaposvári Rákóczi FC,5.0,0.0,H,1.18,6.59,10.56
2019-2020,2020-06-27,Zalaegerszegi TE FC,Fehérvár FC,1.0,1.0,D,2.46,3.74,2.46
2019-2020,2020-06-24,Paksi FC,Diósgyőri VTK,4.0,2.0,H,1.44,4.45,6.21
2019-2020,2020-06-24,Budapest Honvéd FC,Kaposvári Rákóczi FC,4.0,2.0,H,1.34,5.16,7.19
2019-2020,2020-06-24,Kisvárda FC,Puskás Akadémia FC,1.0,1.0,D,2.84,3.32,2.34
2019-2020,2020-06-24,Mezőkövesd Zsóry FC,Debreceni VSC,0.0,1.0,A,1.85,3.75,3.56
2019-2020,2020-06-23,Újpest FC,Zalaegerszegi TE FC,2.0,1.0,H,1.86,3.51,3.91
2019-2020,2020-06-23,Fehérvár FC,Ferencvárosi TC,1.0,0.0,H,2.4,3.23,2.85
2019-2020,2020-06-21,Debreceni VSC,Diósgyőri VTK,4.0,0.0,H,1.63,3.89,4.79
2019-2020,2020-06-21,Kaposvári Rákóczi FC,Kisvárda FC,1.0,2.0,A,5.91,4.42,1.47
2019-2020,2020-06-20,Ferencvárosi TC,Újpest FC,1.0,0.0,H,1.66,3.7,4.73
2019-2020,2020-06-20,Puskás Akadémia FC,Paksi FC,3.0,1.0,H,1.83,3.5,4.0
2019-2020,2020-06-20,Mezőkövesd Zsóry FC,Fehérvár FC,2.0,1.0,H,2.29,3.27,2.96
2019-2020,2020-06-19,Zalaegerszegi TE FC,Budapest Honvéd FC,2.0,0.0,H,1.99,3.49,3.38
2019-2020,2020-06-17,Újpest FC,Mezőkövesd Zsóry FC,1.0,1.0,D,2.85,2.96,2.55
2019-2020,2020-06-17,Fehérvár FC,Debreceni VSC,1.0,0.0,H,1.6,4.09,4.72
2019-2020,2020-06-17,Diósgyőri VTK,Puskás Akadémia FC,1.0,2.0,A,2.78,3.27,2.4
2019-2020,2020-06-17,Paksi FC,Kaposvári Rákóczi FC,3.0,0.0,H,1.16,6.69,13.99
2019-2020,2020-06-16,Budapest Honvéd FC,Ferencvárosi TC,0.0,2.0,A,3.43,3.39,2.02
2019-2020,2020-06-16,Kisvárda FC,Zalaegerszegi TE FC,0.0,1.0,A,2.55,2.85,2.97
2019-2020,2020-06-14,Fehérvár FC,Újpest FC,2.0,2.0,D,1.82,3.41,4.2
2019-2020,2020-06-14,Kaposvári Rákóczi FC,Diósgyőri VTK,3.0,0.0,H,5.91,4.4,1.47
2019-2020,2020-06-13,Zalaegerszegi TE FC,Paksi FC,3.0,3.0,D,1.99,3.37,3.59
2019-2020,2020-06-13,Debreceni VSC,Puskás Akadémia FC,2.0,2.0,D,2.73,3.36,2.42
2019-2020,2020-06-13,Ferencvárosi TC,Kisvárda FC,1.0,0.0,H,1.12,7.26,18.28
2019-2020,2020-06-12,Mezőkövesd Zsóry FC,Budapest Honvéd FC,1.0,2.0,A,1.87,3.37,4.12
2019-2020,2020-06-10,Paksi FC,Ferencvárosi TC,2.0,2.0,D,4.48,3.66,1.7
2019-2020,2020-06-10,Puskás Akadémia FC,Kaposvári Rákóczi FC,2.0,1.0,H,1.13,7.73,15.69
2019-2020,2020-06-10,Diósgyőri VTK,Zalaegerszegi TE FC,1.0,1.0,D,2.13,3.49,3.08
2019-2020,2020-06-09,Budapest Honvéd FC,Fehérvár FC,1.0,1.0,D,3.69,3.42,1.93
2019-2020,2020-06-09,Újpest FC,Debreceni VSC,3.0,1.0,H,2.15,3.31,3.18
2019-2020,2020-06-09,Kisvárda FC,Mezőkövesd Zsóry FC,1.0,1.0,D,2.46,2.99,2.9
2019-2020,2020-06-07,Ferencvárosi TC,Diósgyőri VTK,3.0,0.0,H,1.42,4.42,7.02
2019-2020,2020-06-07,Zalaegerszegi TE FC,Puskás Akadémia FC,2.0,0.0,H,2.44,3.51,2.58
2019-2020,2020-06-06,Újpest FC,Budapest Honvéd FC,1.0,0.0,H,2.01,3.39,3.53
2019-2020,2020-06-06,Fehérvár FC,Kisvárda FC,2.0,0.0,H,1.53,4.09,5.7
2019-2020,2020-06-06,Mezőkövesd Zsóry FC,Paksi FC,0.0,2.0,A,1.96,3.44,3.66
2019-2020,2020-06-05,Debreceni VSC,Kaposvári Rákóczi FC,1.0,1.0,D,1.15,7.5,12.66
2019-2020,2020-05-31,Puskás Akadémia FC,Ferencvárosi TC,1.0,1.0,D,3.4,3.51,2.03
2019-2020,2020-05-31,Budapest Honvéd FC,Debreceni VSC,3.0,1.0,H,2.66,3.44,2.43
2019-2020,2020-05-30,Paksi FC,Fehérvár FC,0.0,0.0,D,4.24,3.48,1.79
2019-2020,2020-05-30,Diósgyőri VTK,Mezőkövesd Zsóry FC,1.0,0.0,H,2.65,3.31,2.47
2019-2020,2020-05-30,Kisvárda FC,Újpest FC,1.0,0.0,H,2.49,3.17,2.74
2019-2020,2020-05-29,Kaposvári Rákóczi FC,Zalaegerszegi TE FC,0.0,6.0,A,5.54,4.53,1.47
2019-2020,2020-05-27,Újpest FC,Ferencvárosi TC,0.0,1.0,A,4.35,3.57,1.76
2019-2020,2020-05-23,Ferencvárosi TC,Debreceni VSC,2.0,1.0,H,1.33,4.86,8.3
2019-2020,2020-03-14,Fehérvár FC,Diósgyőri VTK,1.0,1.0,D,1.54,4.19,5.23
2019-2020,2020-03-14,Debreceni VSC,Zalaegerszegi TE FC,0.0,3.0,A,2.16,3.28,3.12
2019-2020,2020-03-14,Ferencvárosi TC,Kaposvári Rákóczi FC,5.0,0.0,H,1.08,9.24,22.22
